,page_id,title,attribute,text_offset_start_line_id,text_offset_start_offset,text_text,html_offset_start_line_id,html_offset_start_offset,html_text,text_offset_end_line_id,text_offset_end_offset,html_offset_end_line_id,html_offset_end_offset,system_03011,system_10011,system_05010,system_07011,system_02010,system_01011,text_offset_start,text_offset_end,html_offset_start,html_offset_end,correct,worker_Lns201407,worker_marble00,worker_tokumei3578,worker_MasatoYoshihara,worker_kisaran455,worker_diamante007,worker_stonewood,worker_recluse,worker_hona15,worker_tidy-blues,worker_uni-7188,worker_DNF38,worker_angari14,worker_kanatalanc,worker_bungoya_t,worker_ch_ch,worker_tomur106,worker_tomomintea,worker_kumin1,worker_momo_41049,worker_myu-2,worker_kuruupu,worker_minasenantoka,worker_mmm07r,worker_ubermensch,worker_pssky,worker_bvglp11,worker_nekoNO1,worker_mochachi,worker_huku1,worker_rinaria_tia,worker_kitajima,worker_ekd00,worker_ripmaykoro05one,worker_kitanokenta,worker_dorae1019,worker_asokoha,worker_bpktwn8181,worker_lanamaace,worker_takahiro0655,worker_chihiro999,worker_natsu-68,worker_kyaitokosan2,worker_lan1374,worker_doraiai51,worker_banas,worker_u2424,worker_rechard,worker_hyro_8333,worker_fayefaye,worker_burrell1931,worker_wata_yuki,worker_varacuda,worker_yuna1127,worker_PFOG0112,worker_lc02102,worker_mas_529,worker_akkun1,worker_tapdancemisei,worker_nyantakun,worker_inui,worker_MsaTK84,worker_shoun,worker_fujikao19,worker_kazu_mission,worker_komichi21,worker_hysq77,worker_cubebox,worker_yy-yamazaki,worker_r_a_g_55,worker_m-mon2,worker_ca2_se_9ci,worker_neroli_83574,worker_5c5d6c949acf2,worker_ralance,worker_miumiu-001,worker_imati,worker_suxsun0147,worker_emuxa345,worker_217murakami,worker_peka,worker_toscp,worker_truenoAE101,worker_mayumi_ogiuchi,worker_Kaocang46,worker_monmon333,worker_Luke_Sky,worker_koujikouji44,worker_ai_ka,worker_panpan1,worker_aladdin,worker_tamori,worker_monmon3,worker_tomotw,worker_lanlanshiy,worker_Tea-Sky,worker_cm8672,worker_hiroshi1624,worker_smozby,worker_mosa1017,worker_y-Nishin,worker_makiwo,worker_na-ko51,worker_lcptn15,worker_yukikou,worker_kyoushinrie,worker_mabu3,worker_maf111,worker_kuronyachi,worker_uemon-no-jou,worker_Weetabix,worker_hima_write,worker_kakiagezan,worker_ammer1022,worker_norynory,worker_st001,worker_hiyusutsugeshi,worker_moaimoai,worker_ako819,worker_shamneko,worker_hideo_ueda,worker_schuman48,worker_taberun3,worker_shirochansan,worker_ken_sio_2211,worker_Nao0101,worker_MorryBK,worker_toyo_1968,worker_mumu18650,worker_kusiro509,worker_tamic,worker_beiko777,worker_BK_WORKS,worker_Sato-fr,worker_lanctaro24,worker_lilybenzo810,worker_z129,worker_korokorokun,worker_muzieak1968,worker_m4AfTvGY,worker_kazuya23001,worker_y-ichii,worker_hey8,worker_miniC1kame,count_yes,count_no,count_na,MV
7002,54796,カスピ海,流入・流出河川,44,11,クラ川,44,232,クラ川,44,14,44,235,True,True,True,True,True,,6333,6336,13006,13009,True,yes,yes,,,,,yes,,,,,yes,,,,,,yes,,,,,yes,,yes,,yes,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0,yes
3299,2239242,上池,別名,40,51,鴨,40,222,鴨,40,52,40,223,,True,,,,,2472,2473,6423,6424,False,no,no,,,,,no,,,,,no,,,,,,yes,,,,,no,,no,,no,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,0,no
4749,2966274,女神湖,湖岸の地域区分,108,43,三,108,352,三,108,44,108,353,,,,,True,,4327,4328,23203,23204,False,no,no,,,,,no,,,,,no,,,,,,yes,,,,,no,,no,,no,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,0,no
4685,2966274,女神湖,成因,70,30,江戸時代に開削された農業用水路・塩沢堰に施された改良事業の一環として建設されたもので,70,333,"江戸時代</a>に開削された農業<a href=""/index.php/%E7%94%A8%E6%B0%B4%E8%B7%AF"" title=""用水路"">用水路</a>・<b><a href=""#.E5.A1.A9.E6.B2.A2.E5.A0.B0"">塩沢堰</a></b>に施された改良事業の一環として建設されたもので",70,72,70,494,,True,,,,,3124,3166,15162,15323,False,yes,yes,,,,,yes,,,,,no,,,,,,yes,,,,,yes,,yes,,yes,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,0,yes
2942,2032404,ピッチ湖,所在地,46,35,ブレア,46,478,ブレア,46,38,46,481,,,,,True,,3169,3172,12546,12549,False,,,,no,,,,,,,,,no,,,,,,,,,,yes,no,,,,,,yes,,,,,,,,,,no,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,no,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,0,no
1877,1681249,マルケル湖,成因,39,0,人工湖（ゾイデル海開発）,39,0,"人工湖（<a href=""/index.php/%E3%82%BE%E3%82%A4%E3%83%87%E3%83%AB%E6%B5%B7%E9%96%8B%E7%99%BA"" title=""ゾイデル海開発"">ゾイデル海開発</a>）",39,12,39,117,,,,True,,,2306,2318,5621,5738,False,,,,yes,,,,,,,,,yes,,,,,,,,,,yes,yes,,,,,,yes,,,,,,,,,,yes,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0,yes
1341,1452758,ラグナ・ベルデ,別名,37,8,Laguna Verde,37,18,Laguna Verde,37,20,37,30,True,,,True,True,,2514,2526,6371,6383,True,,,,no,,,,,,,,,yes,,,,,,,,,,yes,yes,,,,,,yes,,,,,,,,,,yes,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,yes,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2,0,yes
7031,54796,カスピ海,流入・流出河川,122,143,アムダリア川,122,725,アムダリア川,122,149,122,731,,True,True,True,True,,13174,13180,46413,46419,True,,,,no,,,,,,,,,yes,,,,,,,,,,yes,yes,,,,,,yes,,,,,,,,,,yes,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,0,yes
563,1114951,ジ海,平均水深,47,0,11 m,47,0,11 m,47,4,47,4,,,True,True,True,,2622,2626,9313,9317,True,,,,yes,,,,,,,,,yes,,,,,,,,,,yes,yes,,,,,,yes,,,,,,,,,,yes,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0,yes
4960,2978850,パウエル湖,種類,39,0,貯水池,39,81,貯水池,39,3,39,84,,True,,,True,,6348,6351,11348,11351,True,,yes,,,,,,,,,yes,,,,,,,,,,,,,yes,,yes,,,,,,,yes,yes,,,,,,,,,,yes,,,,,,,,,,,yes,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0,yes
2448,192531,ヴァン湖,最大水深,58,43,Arter島,58,454,Arter島,58,49,58,460,,True,,,,,6415,6421,14767,14773,False,,no,,,,,,,,,no,,,,,,,,,,,,,no,,no,,,,,,,no,no,,,,,,,,,,yes,,,,,,,,,,,no,,,,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,0,no
3926,2384665,桜ヶ池 (南砺市),植物,74,21,ツツジ,74,150,ツツジ,74,24,74,153,True,True,,True,True,,3310,3313,14664,14667,True,,yes,,,,,,,,,yes,,,,,,,,,,,,,yes,,yes,,,,,,,yes,yes,,,,,,,,,,yes,,,,,,,,,,,yes,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0,yes
5433,3249598,水尻池,動物,92,88,オオセグロカモメ,92,1042,オオセグロカモメ,92,96,92,1050,True,,,,True,,4016,4024,26192,26200,True,,yes,,,,,,,,,yes,,,,,,,,,,,,,yes,,yes,,,,,,,yes,yes,,,,,,,,,,yes,,,,,,,,,,,yes,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0,yes
4276,252336,多々良沼,観光地,61,151,沼畔の多々良沼公園,61,589,沼畔の多々良沼公園,61,160,61,598,,,,True,,,2863,2872,8353,8362,False,,yes,,,,,,,,,yes,,,,,,,,,,,,,yes,,yes,,,,,,,no,yes,,,,,,,,,,yes,,,,,,,,,,,yes,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,0,yes
7824,679269,ルツェルン湖,動物,43,56,ルツェルン,43,212,ルツェルン,43,61,43,217,,,True,,,,2377,2382,7066,7071,False,no,,no,,no,,no,,,,,,yes,,,,,,,,,,,no,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,no,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,0,no
337,1096642,荒川第一調節池,種類,40,2,調節池,40,220,調節池,40,5,40,223,,True,,,,,2439,2442,5568,5571,True,yes,,yes,,yes,,no,,,,,,yes,,,,,,,,,,,yes,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,yes,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,0,yes
166,1050701,一碧湖,名前の謂れ,63,19,杉山三郊により命名され、北宋の文人范仲淹の『岳陽楼記（中文版）』の一節「一碧萬頃（いっぺきばんけい）」から取られた,63,152,"杉山三郊</a>により命名され、<a href=""/index.php/%E5%8C%97%E5%AE%8B"" title=""北宋"">北宋</a>の文人<a href=""/index.php/%E8%8C%83%E4%BB%B2%E6%B7%B9"" title=""范仲淹"">范仲淹</a>の『<span title=""リンク先の項目はまだありません。新規の執筆や他言語版からの翻訳が望まれます。""><a href=""/index.php?title=%E5%B2%B3%E9%99%BD%E6%A5%BC%E8%A8%98&amp;action=edit&amp;redlink=1"" class=""new"" title=""岳陽楼記 (存在しないページ)"">岳陽楼記</a><span style=""font-size: 0.77em; font-weight: normal;"" class=""noprint"">（<a href=""https://zh.wikipedia.org/wiki/%E5%B2%B3%E9%98%B3%E6%A5%BC%E8%AE%B0"" class=""extiw"" title=""zh:岳阳楼记"">中文版</a>）</span></span>』の一節「<ruby style=""ruby-position:inline; display:inline""><rb style=""display:inline; white-space:normal; font-variant-east-asian:normal"">一碧萬頃</rb><span class=""rp"">（</span><rt style=""display:inline; white-space:normal; font-size:inherit; font-variant-east-asian:normal"">いっぺきばんけい</rt><span class=""rp"">）</span></ruby>」から取られた",63,76,63,1008,,True,,,,,2849,2906,12164,13020,False,yes,,yes,,yes,,yes,,,,,,yes,,,,,,,,,,,yes,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,yes,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0,yes
5070,2978850,パウエル湖,動物,86,60,グレンキャニオン,86,67,グレンキャニオン,86,68,86,75,,,True,,,,9056,9064,23803,23811,False,no,,no,,no,,no,,,,,,no,,,,,,,,,,,no,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,no,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,0,no
7232,54796,カスピ海,国,61,51,中央アジア,61,326,中央アジア,61,56,61,331,,,,,True,,6735,6740,18886,18891,False,,,,no,,no,,,,,no,,yes,,,,,,,,,,,,no,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,yes,no,,,,,,,,,,,,,no,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,0,no
7843,687963,藺牟田池,貯水量,40,0,0.0005 km3,40,0,"0.0005 <a href=""/index.php/%E7%AB%8B%E6%96%B9%E3%83%A1%E3%83%BC%E3%83%88%E3%83%AB"" title=""立方メートル"">km<sup>3",40,10,40,106,True,True,True,True,True,True,2422,2432,6264,6370,True,,,,yes,,yes,,,,,yes,,no,,,,,,,,,,,,yes,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,yes,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,0,yes
6445,443223,トバ湖,種類,68,97,カルデラ湖,68,224,カルデラ湖,68,102,68,229,True,True,True,True,,,3822,3827,15000,15005,True,,,,yes,,yes,,,,,yes,,yes,,,,,,,,,,,,yes,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,yes,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0,yes
5277,312243,ベール湖,水質（淡水・汽水）,42,6,淡水,42,131,淡水,42,8,42,133,True,,,,,,2600,2602,9127,9129,False,,,,yes,,yes,,,,,yes,,yes,,,,,,,,,,,,yes,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,yes,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0,yes
4467,27167,支笏湖,別名,280,13,sikot-toho,280,194,sikot</i>-toho,280,23,280,208,,,True,,,,6519,6529,34839,34853,False,,,,yes,,yes,,,,,yes,,yes,,,,,,,,,,,,yes,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,no,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2,0,yes
6230,407959,ニカラグア湖,成因,40,0,70 m,40,0,"70 <a href=""/index.php/%E3%83%A1%E3%83%BC%E3%83%88%E3%83%AB"" title=""メートル"">m",40,4,40,75,,True,,,,,2471,2475,8145,8220,False,,no,,,no,,,,,,no,,,,,no,,,,,,no,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,no,,,no,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,0,no
247,1054775,チャウバナガンガマウグ湖,動物,72,60,Lake Chargoggagoggmanchauggagoggchaubunagungamaugg,72,382,Lake Chargoggagoggmanchauggagoggchaubunagungamaugg,72,110,72,432,,True,,,,,3890,3940,15412,15462,False,,no,,,no,,,,,,no,,,,,no,,,,,,no,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,no,,,no,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,0,no
4778,2966274,女神湖,流入・流出河川,107,12,六川長三郎,107,22,六川長三郎,107,17,107,27,,,,True,,,4078,4083,21735,21740,False,,no,,,no,,,,,,no,,,,,no,,,,,,no,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,no,,,no,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,0,no
3986,2388853,大谷池,種類,53,32,ため池,53,233,ため池,53,35,53,236,True,True,True,True,True,,2721,2724,9559,9562,True,,yes,,,yes,,,,,,yes,,,,,yes,,,,,,yes,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,yes,,,yes,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0,yes
4609,2802797,ファグナーノ湖,所在地,58,122,マガジャネス・イ・デ・ラ・アンタルティカ・チレーナ,58,593,マガジャネス・イ・デ・ラ・アンタルティカ・チレーナ,58,147,58,618,,,,,True,,3148,3173,12264,12289,False,,yes,,,yes,,,,,,yes,,,,,no,,,,,,yes,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,yes,,,yes,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,0,yes
191,1054775,チャウバナガンガマウグ湖,最大水深,59,276,約4.6m,59,900,約4.6m,59,281,59,905,,,,True,,,3007,3012,11230,11235,False,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,no,,,,,,yes,,,,,no,,,,,,,,,,no,,,,,,,,,no,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,no,,,,,,,,,,,,,,,2,8,0,no
7400,54796,カスピ海,産業,107,76,石油,107,199,石油,107,78,107,201,True,,,,,,11427,11429,39280,39282,False,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,yes,,,,,,yes,,,,,yes,,,,,,,,,,yes,,,,,,,,,yes,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,na,,,,,,,,,,,,,,,9,0,1,yes
6616,512545,千波湖,種類,76,130,湖,76,468,湖,76,131,76,469,,,,,True,,2968,2969,12824,12825,False,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,yes,,,,,,yes,,,,,no,,,,,,,,,,yes,,,,,,,,,yes,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,9,1,0,yes
1549,1463539,平池 (和歌山県),観光地,66,0,平池1号墳,66,8,平池1号墳,66,5,66,13,,,,,True,,2791,2796,9631,9636,False,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,yes,,,,,,yes,,,,,na,,,,,,,,,,yes,,,,,,,,,yes,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,9,0,1,yes
2356,183867,中禅寺湖,橋・トンネル,104,26,いろは,104,205,いろは,104,29,104,208,,,,,True,,4633,4636,21898,21901,False,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,no,,,,,,yes,,,,,no,,,,,,,,,,na,,,,,,,,,no,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,no,,,,,,,,,,,,,,,1,8,1,no
4851,2978850,パウエル湖,所在地,56,65,下流州,56,373,下流州,56,68,56,376,,,,True,,,7487,7490,18564,18567,False,,,,no,,,no,,no,,no,,yes,,,,,,,,,,,,no,no,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,0,no
6874,530799,深泥池,成因,81,183,扇状地堆積物,81,712,扇状地堆積物,81,189,81,718,,,,,True,,2848,2854,10659,10665,False,,,,na,,,yes,,yes,,no,,yes,,,,,,,,,,,,no,yes,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2,1,yes
165,1050701,一碧湖,名前の謂れ,63,7,1927年,63,10,1927年,63,12,63,15,,True,,,,,2837,2842,12022,12027,False,,,,no,,,no,,no,,no,,no,,,,,,,,,,,,no,no,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,0,no
7107,54796,カスピ海,国,58,22,イラン,58,162,イラン,58,25,58,165,,True,,,True,,6555,6558,17479,17482,True,,,,yes,,,yes,,yes,,yes,,yes,,,,,,,,,,,,no,yes,,,,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,1,yes
7336,54796,カスピ海,別名,114,120,ベルーガ,114,423,ベルーガ,114,124,114,427,,True,,,,,12440,12444,42725,42729,False,,,,no,,,no,,no,,no,,yes,,,,,,,,,,,,no,no,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,0,no
5028,2978850,パウエル湖,観光地,122,1,パードレ湾,122,5,パードレ湾,122,6,122,10,,,,,True,,10967,10972,29180,29185,True,yes,,,yes,,,,,,no,,,,,,yes,,,,,,,,no,,yes,,yes,,,,,yes,,,,,,,,,,,,,,,,,,,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2,1,yes
8429,951230,泡瀬干潟,植物,101,0,リュウキュ,101,198,リュウキュ,101,5,101,203,,True,,,,,4620,4625,18774,18779,False,no,,,no,,,,,,no,,,,,,no,,,,,,,,yes,,yes,,na,,,,,no,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,1,no
1317,143182,木崎湖,別名,104,294,キザキコミズシタダミ,104,1339,キザキコミズシタダミ,104,304,104,1349,,True,,,,,4822,4832,21188,21198,False,no,,,no,,,,,,no,,,,,,no,,,,,,,,no,,no,,no,,,,,no,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,0,no
3387,2255681,タイミル湖,動物,53,24,Таймы́р,53,211,Таймы́р,53,31,53,218,,True,,,,,6360,6367,14607,14614,False,no,,,no,,,,,,no,,,,,,no,,,,,,,,no,,no,,no,,,,,no,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,0,no
3566,2280167,プレスパ湖,国,51,8,マケドニア,51,15,マケドニア,51,13,51,20,True,,,,True,,7345,7350,14949,14954,True,yes,,yes,yes,,yes,yes,yes,yes,,,,,,,,,,,,,,,yes,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0,yes
3855,2378497,クヴィータゥルヴァトン湖,名前の謂れ,55,0,アイスランド語で「クヴィトゥル hvítur」は「白」という意味であり、,55,7,アイスランド語で「クヴィトゥル hvítur」は「白」という意味であり、,55,36,55,43,,,,True,,,6337,6373,13506,13542,False,yes,,no,yes,,yes,yes,no,yes,,,,,,,,,,,,,,,yes,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2,0,yes
1861,1594389,風吹大池,幅,41,114,東経137.83472度,41,1600,東経137.83472度,41,126,41,1612,,True,,,,,2368,2380,6965,6977,False,no,,no,no,,no,no,no,no,,,,,,,,,,,,,,,no,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,0,no
7835,687963,藺牟田池,所在地,62,27,片城山（508.8m）,62,30,片城山（508.8m）,62,38,62,41,,,,,True,,2685,2696,9960,9971,False,no,,no,no,,no,no,no,no,,,,,,,,,,,,,,,no,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,0,no
4328,27167,支笏湖,所在地,35,25,漁岳,35,184,漁岳,35,27,35,186,True,,,,,,2357,2359,4709,4711,False,no,,no,na,,no,no,no,no,,,,,,,,,,,,,,,no,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,1,no
6647,512545,千波湖,観光地,139,45,偕楽園公園,139,186,偕楽園公園,139,50,139,191,,True,,True,,,4378,4383,21392,21397,False,yes,,,,,,,no,,,,,,,,,,,,,,,yes,,,yes,,yes,,,,,,,,,,,,,,,,,,,,yes,,,,,yes,,,,,,,,,,no,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2,0,yes
